StatID,TeamID,PlayerID,SeasonType,Season,Name,Team,Position,Started,Games,FantasyPoints,Minutes,Seconds,FieldGoalsMade,FieldGoalsAttempted,FieldGoalsPercentage,TwoPointersMade,TwoPointersAttempted,TwoPointersPercentage,ThreePointersMade,ThreePointersAttempted,ThreePointersPercentage,FreeThrowsMade,FreeThrowsAttempted,FreeThrowsPercentage,OffensiveRebounds,DefensiveRebounds,Rebounds,Assists,Steals,BlockedShots,Turnovers,PersonalFouls,Points,FantasyPointsFanDuel,FantasyPointsDraftKings,PlusMinus,DoubleDoubles,TripleDoubles
941679,3,20001883,1,2022,Cameron Oliver,ATL,PF,1,2,38.70,43,18,10.00,15.00,66.7,9.00,12.00,75.0,1.00,3.00,33.3,2.00,3.00,66.7,2.00,4.00,6.00,3.00,1.00,1.00,0.00,5.00,23.00,40.70,39.50,-2.00,0.00,0.00
941680,3,20002088,1,2022,Justin Tillman,ATL,PF,0,0,0.00,0,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
941681,4,20002324,1,2022,Kyle Guy,MIA,PG,0,19,122.90,185,42,26.00,65.00,40.0,12.00,25.00,48.0,14.00,40.00,35.0,8.00,12.00,66.7,4.00,13.00,17.00,17.00,7.00,1.00,13.00,12.00,74.00,130.90,137.25,-48.00,0.00,0.00
941682,3,20002353,1,2022,Chris Clemons,ATL,PG,0,0,0.00,0,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
941683,14,20002856,1,2022,Trayvon Palmer,DET,SG,0,1,1.40,16,46,0.00,1.00,0,0.00,1.00,0,0.00,0.00,0,0.00,0.00,0,0.00,2.00,2.00,0.00,0.00,0.00,1.00,2.00,0.00,1.40,2.00,-12.00,0.00,0.00
941715,13,20001904,1,2022,Gabe York,IND,PG,0,2,21.40,21,17,2.00,7.00,28.6,1.00,1.00,100,1.00,6.00,16.7,3.00,5.00,60.0,0.00,2.00,2.00,4.00,2.00,1.00,1.00,4.00,8.00,24.40,22.50,-4.00,0.00,0.00
942067,14,20002727,1,2022,Micah Potter,DET,PF,0,3,25.80,30,55,5.00,11.00,45.5,5.00,9.00,55.6,0.00,2.00,0,2.00,2.00,100,4.00,5.00,9.00,0.00,1.00,1.00,1.00,4.00,12.00,27.80,26.75,-40.00,0.00,0.00
942068,18,20002322,1,2022,Jaylen Hoard,OKC,PF,5,7,243.30,239,34,44.00,90.00,48.9,35.00,65.00,53.8,9.00,25.00,36.0,6.00,14.00,42.9,30.00,54.00,84.00,17.00,6.00,5.00,8.00,14.00,103.00,254.30,262.00,-87.00,4.00,0.00
942450,12,20002046,1,2022,Malik Newman,CLE,PG,0,1,9.70,7,41,3.00,5.00,60.0,3.00,4.00,75.0,0.00,1.00,0,2.00,2.00,100,0.00,1.00,1.00,1.00,0.00,0.00,1.00,0.00,8.00,9.70,10.25,1.00,0.00,0.00
942451,4,20002195,1,2022,Haywood Highsmith,MIA,PF,1,19,90.20,163,19,16.00,46.00,34.8,7.00,18.00,38.9,9.00,28.00,32.1,2.00,5.00,40.0,10.00,16.00,26.00,6.00,2.00,3.00,3.00,13.00,43.00,95.20,97.50,-37.00,0.00,0.00
942452,11,20001846,1,2022,Jordan Bell,CHI,PF,0,1,3.20,2,1,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,1.00,0.00,1.00,0.00,1.00,0.00,0.00,2.00,0.00,4.20,3.25,1.00,0.00,0.00
942453,4,20002358,1,2022,Aric Holman,MIA,PF,0,0,0.00,0,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
942463,13,20002595,1,2022,Nate Hinton,IND,SG,0,2,-1.00,2,25,0.00,1.00,0,0.00,1.00,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,-1.00,-0.50,4.00,0.00,0.00
942601,1,20002834,1,2022,Jaime Echenique,WAS,C,0,1,0.00,3,4,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1.00,0.00,0.00
942883,21,20002120,1,2022,Dakota Mathias,MEM,SG,0,6,11.90,16,13,2.00,6.00,33.3,0.00,0.00,0,2.00,6.00,33.3,0.00,0.00,0,0.00,2.00,2.00,1.00,1.00,0.00,0.00,1.00,6.00,12.90,13.00,-11.00,0.00,0.00
942884,29,20002857,1,2022,Paris Bass,PHO,SF,0,2,10.80,7,23,2.00,6.00,33.3,2.00,4.00,50.0,0.00,2.00,0,2.00,2.00,100,2.00,2.00,4.00,0.00,1.00,0.00,2.00,2.00,6.00,11.80,12.00,2.00,0.00,0.00
942885,4,20000773,1,2022,Mario Chalmers,MIA,PG,0,0,0.00,0,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
942886,29,20002838,1,2022,M.J. Walker,PHO,SG,0,2,6.70,8,23,0.00,4.00,0,0.00,2.00,0,0.00,2.00,0,0.00,0.00,0,0.00,1.00,1.00,1.00,2.00,0.00,0.00,1.00,0.00,8.70,6.75,-3.00,0.00,0.00
943784,13,20002510,1,2022,Ahmad Caver,IND,PG,0,1,2.00,0,50,1.00,1.00,100,1.00,1.00,100,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,2.00,2.00,2.00,0.00,0.00
943785,14,20002858,1,2022,Jaysean Paige,DET,PG,0,1,1.70,6,37,0.00,3.00,0,0.00,1.00,0,0.00,2.00,0,0.00,0.00,0,0.00,1.00,1.00,1.00,0.00,0.00,1.00,2.00,0.00,1.70,2.25,-10.00,0.00,0.00
944054,24,20001978,1,2022,Jaylen Morris,SA,PG,0,3,6.40,16,2,0.00,6.00,0,0.00,4.00,0,0.00,2.00,0,2.00,4.00,50.0,0.00,2.00,2.00,2.00,0.00,0.00,1.00,2.00,2.00,6.40,7.00,8.00,0.00,0.00
944263,21,20002374,1,2022,DaQuan Jeffries,MEM,PG,0,3,5.90,8,47,1.00,2.00,50.0,1.00,1.00,100,0.00,1.00,0,0.00,0.00,0,0.00,2.00,2.00,1.00,0.00,0.00,0.00,1.00,2.00,5.90,6.00,-3.00,0.00,0.00
944264,29,20000758,1,2022,Bismack Biyombo,PHO,C,3,36,495.90,504,43,86.00,145.00,59.3,86.00,145.00,59.3,0.00,0.00,0,38.00,71.00,53.5,63.00,104.00,167.00,23.00,12.00,26.00,25.00,70.00,210.00,533.90,525.75,52.00,6.00,0.00
944567,6,20001746,1,2022,Ryan Arcidiacono,NY,PG,0,9,30.60,75,28,6.00,12.00,50.0,2.00,3.00,66.7,4.00,9.00,44.4,0.00,0.00,0,0.00,8.00,8.00,4.00,1.00,0.00,3.00,5.00,16.00,31.60,34.50,-12.00,0.00,0.00
945979,14,20002789,1,2022,Braxton Key,DET,SG,0,11,186.50,197,9,33.00,72.00,45.8,27.00,51.00,52.9,6.00,21.00,28.6,7.00,13.00,53.8,13.00,37.00,50.00,11.00,10.00,11.00,11.00,26.00,79.00,207.50,197.50,27.00,0.00,0.00
947598,22,20002628,1,2022,Anthony Lamb,HOU,SF,0,2,4.20,7,41,0.00,2.00,0,0.00,0.00,0,0.00,2.00,0,0.00,0.00,0,0.00,1.00,1.00,2.00,0.00,0.00,0.00,0.00,0.00,4.20,4.25,5.00,0.00,0.00
950280,18,20002625,1,2022,Mamadi Diakite,OKC,PF,3,13,150.80,187,42,25.00,47.00,53.2,25.00,42.00,59.5,0.00,5.00,0,6.00,11.00,54.5,17.00,42.00,59.00,2.00,5.00,9.00,7.00,33.00,56.00,164.80,157.25,-12.00,0.00,0.00
950281,18,20002596,1,2022,Zavier Simpson,OKC,PG,4,4,122.20,174,5,19.00,52.00,36.5,18.00,44.00,40.9,1.00,8.00,12.5,5.00,5.00,100,2.00,19.00,21.00,30.00,5.00,4.00,10.00,15.00,44.00,131.20,128.75,-95.00,0.00,0.00
951401,15,20002383,1,2022,Lindell Wigginton,MIL,PG,0,19,144.50,199,7,26.00,61.00,42.6,17.00,35.00,48.6,9.00,26.00,34.6,19.00,35.00,54.3,3.00,22.00,25.00,23.00,5.00,1.00,12.00,17.00,80.00,150.50,156.25,-47.00,0.00,0.00
966841,18,20002859,1,2022,Lindy Waters III,OKC,SG,1,25,365.60,463,42,71.00,175.00,40.6,18.00,29.00,62.1,53.00,146.00,36.3,4.00,5.00,80.0,6.00,67.00,73.00,24.00,19.00,8.00,11.00,31.00,199.00,392.60,401.25,-39.00,0.00,0.00
972633,9,20002844,1,2022,Matt Ryan,BOS,SF,0,1,5.00,5,15,1.00,5.00,20.0,0.00,0.00,0,1.00,5.00,20.0,0.00,0.00,0,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,3.00,6.00,5.50,3.00,0.00,0.00
975713,24,20002758,1,2022,DJ Stewart Jr.,SA,SF,0,0,0.00,0,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
978661,23,20001718,1,2022,Tyrone Wallace,NO,SG,0,6,34.10,74,55,7.00,20.00,35.0,5.00,12.00,41.7,2.00,8.00,25.0,1.00,5.00,20.0,0.00,8.00,8.00,1.00,3.00,1.00,2.00,7.00,17.00,38.10,36.50,-18.00,0.00,0.00
979899,29,20002860,1,2022,Gabriel Lundberg,PHO,SG,0,4,40.90,44,12,5.00,19.00,26.3,2.00,11.00,18.2,3.00,8.00,37.5,0.00,0.00,0,2.00,5.00,7.00,11.00,3.00,0.00,3.00,7.00,13.00,43.90,44.25,19.00,0.00,0.00
980331,19,20001670,1,2022,Kris Dunn,POR,PG,3,14,303.30,336,21,44.00,102.00,43.1,43.00,91.00,47.3,1.00,11.00,9.1,17.00,18.00,94.4,9.00,40.00,49.00,79.00,23.00,3.00,32.00,38.00,106.00,329.30,322.25,-92.00,0.00,0.00
990031,5,20002508,1,2022,Devin Cannady,ORL,PG,0,5,83.20,144,32,15.00,44.00,34.1,0.00,7.00,0,15.00,37.00,40.5,5.00,7.00,71.4,1.00,5.00,6.00,10.00,5.00,3.00,5.00,9.00,50.00,91.20,93.50,-11.00,0.00,0.00
991177,14,20002293,1,2022,Carsen Edwards,DET,PG,0,4,50.20,79,10,9.00,30.00,30.0,5.00,14.00,35.7,4.00,16.00,25.0,1.00,1.00,100,2.00,4.00,6.00,14.00,2.00,0.00,5.00,4.00,23.00,52.20,55.00,-12.00,0.00,0.00
991626,15,20002650,1,2022,Luca Vildoza,MIL,PG,0,0,0.00,0,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
991850,18,20002013,1,2022,Melvin Frazier Jr.,OKC,SF,0,3,48.10,119,34,13.00,48.00,27.1,12.00,27.00,44.4,1.00,21.00,4.8,5.00,7.00,71.4,5.00,8.00,13.00,1.00,1.00,0.00,3.00,8.00,32.00,49.10,50.75,-92.00,0.00,0.00
993472,12,20000530,3,2022,Rajon Rondo,CLE,PG,0,2,27.50,41,17,3.00,11.00,27.3,2.00,4.00,50.0,1.00,7.00,14.3,0.00,0.00,0,0.00,5.00,5.00,11.00,1.00,0.00,4.00,6.00,7.00,28.50,30.25,-16.00,0.00,0.00
993473,16,20000554,3,2022,Patrick Beverley,MIN,PG,7,7,175.00,226,31,23.00,57.00,40.4,13.00,26.00,50.0,10.00,31.00,32.3,17.00,26.00,65.4,8.00,22.00,30.00,32.00,8.00,8.00,14.00,31.00,73.00,191.00,188.50,-30.00,0.00,0.00
993474,12,20000572,3,2022,Kevin Love,CLE,PF,0,2,41.90,39,55,6.00,13.00,46.2,2.00,7.00,28.6,4.00,6.00,66.7,1.00,2.00,50.0,4.00,13.00,17.00,1.00,2.00,0.00,1.00,2.00,17.00,43.90,46.75,2.00,1.00,0.00
993475,8,20000574,3,2022,Kyrie Irving,BKN,PG,5,5,210.30,212,12,40.00,78.00,51.3,29.00,51.00,56.9,11.00,27.00,40.7,28.00,28.00,100,6.00,18.00,24.00,33.00,8.00,5.00,13.00,18.00,119.00,223.30,225.00,-7.00,1.00,0.00
993476,8,20000584,3,2022,Joe Harris,BKN,SF,0,0,0.00,0,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
993477,8,20000616,3,2022,LaMarcus Aldridge,BKN,PF,0,0,0.00,0,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
993478,28,20000617,3,2022,Nicolas Batum,LAC,PF,2,2,37.30,61,7,3.00,13.00,23.1,1.00,3.00,33.3,2.00,10.00,20.0,1.00,2.00,50.0,1.00,13.00,14.00,3.00,3.00,1.00,1.00,8.00,9.00,41.30,39.50,10.00,0.00,0.00
993479,12,20000625,3,2022,Tim Frazier,CLE,PG,0,0,0.00,0,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
993480,28,20000646,3,2022,Kawhi Leonard,LAC,SF,0,0,0.00,0,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
993481,8,20000656,3,2022,Patty Mills,BKN,PG,0,5,45.30,89,47,11.00,21.00,52.4,2.00,3.00,66.7,9.00,18.00,50.0,0.00,0.00,0,0.00,9.00,9.00,1.00,0.00,2.00,2.00,7.00,31.00,47.30,51.25,7.00,0.00,0.00
993482,8,20000661,3,2022,Blake Griffin,BKN,PF,0,2,21.80,25,28,2.00,7.00,28.6,0.00,2.00,0,2.00,5.00,40.0,2.00,2.00,100,2.00,2.00,4.00,4.00,1.00,1.00,1.00,3.00,8.00,23.80,23.50,6.00,0.00,0.00
993483,12,20000707,3,2022,Ed Davis,CLE,PF,0,0,0.00,0,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
993484,28,20000742,3,2022,Paul George,LAC,SF,1,1,52.90,41,6,10.00,24.00,41.7,4.00,12.00,33.3,6.00,12.00,50.0,8.00,11.00,72.7,0.00,7.00,7.00,5.00,3.00,0.00,3.00,4.00,34.00,55.90,57.75,-5.00,0.00,0.00
993485,8,20000810,3,2022,Andre Drummond,BKN,C,5,5,68.50,78,53,13.00,22.00,59.1,13.00,22.00,59.1,0.00,0.00,0,5.00,10.00,50.0,7.00,13.00,20.00,3.00,6.00,3.00,9.00,15.00,31.00,77.50,74.00,-16.00,0.00,0.00
993486,16,20000818,3,2022,Greg Monroe,MIN,C,0,2,10.90,7,11,2.00,5.00,40.0,2.00,5.00,40.0,0.00,0.00,0,0.00,0.00,0,1.00,1.00,2.00,1.00,2.00,0.00,1.00,1.00,4.00,12.90,11.50,-3.00,0.00,0.00
993487,28,20000839,3,2022,Rodney Hood,LAC,SG,0,0,0.00,0,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
993488,28,20000847,3,2022,Marcus Morris Sr.,LAC,PF,2,2,56.80,73,39,14.00,31.00,45.2,9.00,16.00,56.2,5.00,15.00,33.3,6.00,8.00,75.0,3.00,6.00,9.00,6.00,0.00,0.00,2.00,5.00,39.00,56.80,60.75,12.00,0.00,0.00
993489,8,20000849,3,2022,Goran Dragic,BKN,PG,0,5,81.00,89,9,19.00,35.00,54.3,14.00,22.00,63.6,5.00,13.00,38.5,2.00,2.00,100,6.00,14.00,20.00,6.00,4.00,0.00,5.00,13.00,45.00,85.00,87.00,6.00,0.00,0.00
993490,28,20000881,3,2022,Reggie Jackson,LAC,PG,2,2,79.30,87,15,16.00,40.00,40.0,11.00,25.00,44.0,5.00,15.00,33.3,7.00,10.00,70.0,1.00,13.00,14.00,13.00,2.00,1.00,7.00,7.00,44.00,82.30,86.00,-4.00,0.00,0.00
993491,8,20000884,3,2022,Kevin Durant,BKN,SF,5,5,215.60,217,40,41.00,99.00,41.4,33.00,76.00,43.4,8.00,23.00,34.8,40.00,44.00,90.9,2.00,26.00,28.00,36.00,6.00,4.00,22.00,16.00,130.00,225.60,233.50,-15.00,1.00,0.00
993492,28,20000903,3,2022,Robert Covington,LAC,SF,0,2,35.10,53,11,6.00,13.00,46.2,3.00,6.00,50.0,3.00,7.00,42.9,8.00,9.00,88.9,2.00,6.00,8.00,1.00,1.00,0.00,1.00,6.00,23.00,36.10,37.50,0.00,0.00,0.00
993493,8,20000933,3,2022,Seth Curry,BKN,SG,5,5,96.40,165,44,22.00,43.00,51.2,10.00,16.00,62.5,12.00,27.00,44.4,2.00,3.00,66.7,2.00,10.00,12.00,12.00,2.00,3.00,4.00,18.00,58.00,101.40,105.00,-3.00,0.00,0.00
993494,28,20001416,3,2022,Norman Powell,LAC,SF,0,2,44.90,50,24,11.00,25.00,44.0,7.00,16.00,43.8,4.00,9.00,44.4,7.00,11.00,63.6,0.00,7.00,7.00,1.00,2.00,1.00,4.00,6.00,33.00,47.90,49.25,-5.00,0.00,0.00
993495,12,20001421,3,2022,Cedi Osman,CLE,SF,0,1,8.30,21,16,0.00,4.00,0,0.00,2.00,0,0.00,2.00,0,2.00,2.00,100,0.00,4.00,4.00,1.00,0.00,0.00,0.00,1.00,2.00,8.30,8.50,-4.00,0.00,0.00
993496,16,20001431,3,2022,Karl-Anthony Towns,MIN,C,7,7,255.00,245,58,42.00,91.00,46.2,32.00,67.00,47.8,10.00,24.00,41.7,48.00,56.00,85.7,14.00,56.00,70.00,16.00,6.00,12.00,31.00,31.00,142.00,273.00,286.50,-24.00,5.00,0.00
993497,16,20001458,3,2022,D'Angelo Russell,MIN,PG,7,7,200.00,233,47,34.00,90.00,37.8,19.00,54.00,35.2,15.00,36.00,41.7,18.00,24.00,75.0,1.00,19.00,20.00,46.00,12.00,0.00,18.00,21.00,101.00,212.00,217.50,8.00,0.00,0.00
993498,8,20001661,3,2022,Ben Simmons,BKN,PG,0,0,0.00,0,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
993499,16,20001678,3,2022,Malik Beasley,MIN,SG,0,7,99.20,147,30,23.00,52.00,44.2,12.00,20.00,60.0,11.00,32.00,34.4,6.00,9.00,66.7,2.00,24.00,26.00,4.00,1.00,2.00,7.00,10.00,63.00,102.20,109.50,-40.00,0.00,0.00
993500,16,20001680,3,2022,Taurean Prince,MIN,SF,0,5,50.60,65,20,10.00,27.00,37.0,6.00,13.00,46.2,4.00,14.00,28.6,6.00,7.00,85.7,1.00,7.00,8.00,6.00,2.00,1.00,4.00,5.00,30.00,53.60,55.00,-34.00,0.00,0.00
993501,28,20001694,3,2022,Ivica Zubac,LAC,C,2,2,34.60,44,49,5.00,7.00,71.4,5.00,7.00,71.4,0.00,0.00,0,5.00,8.00,62.5,7.00,6.00,13.00,2.00,0.00,2.00,3.00,8.00,15.00,36.60,36.75,-3.00,0.00,0.00
993502,16,20001706,3,2022,Jake Layman,MIN,SF,0,0,0.00,0,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
993503,12,20001707,3,2022,Caris LeVert,CLE,SG,2,2,62.00,79,53,9.00,25.00,36.0,4.00,14.00,28.6,5.00,11.00,45.5,5.00,5.00,100,1.00,9.00,10.00,12.00,4.00,0.00,4.00,7.00,28.00,66.00,67.00,2.00,0.00,0.00
993504,12,20001831,3,2022,Lauri Markkanen,CLE,PF,2,2,64.40,65,17,15.00,31.00,48.4,8.00,15.00,53.3,7.00,16.00,43.8,2.00,2.00,100,4.00,8.00,12.00,0.00,5.00,1.00,1.00,6.00,39.00,70.40,69.00,-2.00,0.00,0.00
993505,12,20001837,3,2022,Jarrett Allen,CLE,C,1,1,17.60,35,30,4.00,4.00,100,4.00,4.00,100,0.00,0.00,0,3.00,4.00,75.0,1.00,2.00,3.00,2.00,0.00,1.00,2.00,3.00,11.00,18.60,18.75,-3.00,0.00,0.00
993506,28,20001840,3,2022,Luke Kennard,LAC,SG,0,0,0.00,0,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
993507,28,20001874,3,2022,Isaiah Hartenstein,LAC,PF,0,2,6.10,12,33,1.00,2.00,50.0,1.00,2.00,50.0,0.00,0.00,0,0.00,0.00,0,1.00,2.00,3.00,1.00,0.00,0.00,1.00,3.00,2.00,6.10,6.75,-12.00,0.00,0.00
993508,12,20001997,3,2022,Collin Sexton,CLE,PG,0,0,0.00,0,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
993509,16,20002006,3,2022,Josh Okogie,MIN,SG,0,2,0.00,2,21,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
993510,16,20002015,3,2022,Jarred Vanderbilt,MIN,PF,7,7,120.10,156,10,14.00,29.00,48.3,14.00,29.00,48.3,0.00,0.00,0,8.00,12.00,66.7,13.00,40.00,53.00,5.00,7.00,2.00,5.00,17.00,36.00,129.10,126.75,-29.00,1.00,0.00
993511,8,20002040,3,2022,Bruce Brown,BKN,SG,5,5,146.10,179,3,29.00,56.00,51.8,21.00,36.00,58.3,8.00,20.00,40.0,8.00,10.00,80.0,9.00,19.00,28.00,19.00,8.00,3.00,12.00,20.00,74.00,157.10,157.50,-11.00,0.00,0.00
993512,16,20002127,3,2022,Jordan McLaughlin,MIN,PG,0,5,78.90,83,5,12.00,17.00,70.6,8.00,10.00,80.0,4.00,7.00,57.1,3.00,4.00,75.0,0.00,12.00,12.00,17.00,5.00,0.00,2.00,5.00,31.00,83.90,82.50,-4.00,0.00,0.00
993513,12,20002155,3,2022,Brandon Goodwin,CLE,PG,0,0,0.00,0,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
993514,12,20002270,3,2022,Darius Garland,CLE,PG,2,2,79.80,82,35,22.00,51.00,43.1,18.00,38.00,47.4,4.00,13.00,30.8,7.00,8.00,87.5,1.00,3.00,4.00,14.00,5.00,0.00,11.00,3.00,55.00,84.80,87.50,-9.00,0.00,0.00
993515,8,20002292,3,2022,Nicolas Claxton,BKN,PF,0,5,141.30,126,35,25.00,30.00,83.3,25.00,30.00,83.3,0.00,0.00,0,5.00,28.00,17.9,10.00,24.00,34.00,7.00,5.00,14.00,3.00,6.00,55.00,160.30,144.50,-11.00,0.00,0.00
993516,12,20002296,3,2022,Dylan Windler,CLE,SF,0,0,0.00,0,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
993517,28,20002312,3,2022,Terance Mann,LAC,SG,1,2,34.30,51,54,3.00,6.00,50.0,3.00,4.00,75.0,0.00,2.00,0,0.00,0.00,0,4.00,5.00,9.00,7.00,1.00,3.00,1.00,2.00,6.00,38.30,35.25,-26.00,0.00,0.00
993518,16,20002319,3,2022,Jaylen Nowell,MIN,PG,0,2,16.50,20,29,4.00,12.00,33.3,4.00,7.00,57.1,0.00,5.00,0,1.00,2.00,50.0,0.00,0.00,0.00,3.00,2.00,0.00,1.00,2.00,9.00,18.50,17.00,11.00,0.00,0.00
993519,12,20002333,3,2022,Dean Wade,CLE,PF,0,0,0.00,0,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
993520,16,20002336,3,2022,Naz Reid,MIN,C,0,6,64.10,75,17,10.00,24.00,41.7,6.00,14.00,42.9,4.00,10.00,40.0,8.00,11.00,72.7,4.00,14.00,18.00,1.00,1.00,6.00,5.00,14.00,32.00,71.10,69.50,-5.00,0.00,0.00
993521,12,20002352,3,2022,Moses Brown,CLE,C,0,0,0.00,0,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
993522,28,20002386,3,2022,Amir Coffey,LAC,PF,0,2,-1.00,4,2,0.00,2.00,0,0.00,1.00,0,0.00,1.00,0,0.00,2.00,0,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,-1.00,-0.50,-12.00,0.00,0.00
993523,16,20002523,3,2022,Anthony Edwards,MIN,SG,7,7,260.00,264,0,60.00,131.00,45.8,32.00,63.00,50.8,28.00,68.00,41.2,33.00,40.00,82.5,4.00,26.00,30.00,20.00,8.00,7.00,17.00,26.00,181.00,275.00,284.00,-18.00,0.00,0.00
993524,12,20002530,3,2022,Isaac Okoro,CLE,SF,1,2,14.70,35,16,2.00,6.00,33.3,2.00,2.00,100,0.00,4.00,0,2.00,3.00,66.7,3.00,3.00,6.00,1.00,0.00,0.00,0.00,3.00,6.00,14.70,15.00,-23.00,0.00,0.00
993525,16,20002548,3,2022,Leandro Bolmaro,MIN,SG,0,0,0.00,0,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
993526,16,20002553,3,2022,Jaden McDaniels,MIN,PF,0,7,117.50,152,21,20.00,40.00,50.0,9.00,18.00,50.0,11.00,22.00,50.0,11.00,14.00,78.6,6.00,14.00,20.00,5.00,4.00,11.00,6.00,23.00,62.00,132.50,127.00,28.00,0.00,0.00
993527,28,20002580,3,2022,Jay Scrubb,LAC,SG,0,0,0.00,0,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
993528,12,20002588,3,2022,Lamar Stevens,CLE,SF,0,1,7.00,6,31,2.00,3.00,66.7,2.00,3.00,66.7,0.00,0.00,0,3.00,3.00,100,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,7.00,7.00,7.00,-12.00,0.00,0.00
